customer_city,customer_state,geolocation_lat,geolocation_lng,total_orders,total_sales
navegantes,SC,-26.84343121927079,-48.63491566536206,8,1174.96
navegantes,SC,-26.796065057113076,-48.75628939061173,1,39.99
navirai,MS,-23.06107639693415,-54.20037679183215,8,1910.88
nazare,BA,-13.024718668171314,-39.00732926130363,3,419.84000000000003
nazare da mata,PE,-7.743509777420115,-35.22705300810346,1,99.99
nazare paulista,SP,-23.17365980834384,-46.39950999120283,7,815.64
nazareno,MG,-21.218426460567624,-44.615820980959015,2,161.8
nazario,GO,-16.580899236343214,-49.88292119198271,2,237.89000000000001
neopolis,SE,-10.32593083501133,-36.57752881665699,1,235.0
nepomuceno,MG,-21.236352172815856,-45.23626913181331,9,610.94
neropolis,GO,-16.405922323480205,-49.221319687063634,7,1297.22
neves paulista,SP,-20.843958221870825,-49.631101809394146,3,112.58
nhandeara,SP,-20.693537430599775,-50.042499092685674,7,595.26
nilopolis,RJ,-22.82027720659127,-43.42270906150816,3,316.9
nilopolis,RJ,-22.816628254842055,-43.416324968037635,21,3009.2
nilopolis,RJ,-22.81382105979965,-43.40235279737406,9,1338.5700000000002
nilopolis,RJ,-22.81249234447968,-43.42909625891298,17,1366.2
nilopolis,RJ,-22.809500731742084,-43.43250149322672,6,760.79
nilopolis,RJ,-22.80794794860136,-43.407730986708756,7,1044.22
nilopolis,RJ,-22.805706631753832,-43.42307905240664,20,2828.57
nilopolis,RJ,-22.804257068335087,-43.42109060717076,2,279.8
nilopolis,RJ,-22.80164222999227,-43.41601787718497,8,1042.26
nilopolis,RJ,-22.799760130437146,-43.41047447797409,10,1140.67
nipoa,SP,-20.913083868087895,-49.77811856559246,2,337.8
niquelandia,GO,-14.469844694917848,-48.4569498848423,13,1577.6699999999998
niteroi,RJ,-22.970402738373885,-43.03213294708582,5,414.14
niteroi,RJ,-22.954105582144187,-43.0680054361715,20,2331.51
niteroi,RJ,-22.94923036239725,-43.02805520804324,12,1772.21
niteroi,RJ,-22.947654432561993,-43.03365087049761,20,2547.8
niteroi,RJ,-22.9411555966564,-43.043134176624925,11,1544.7
niteroi,RJ,-22.940616864219162,-43.06545401112341,36,6386.0599999999995
niteroi,RJ,-22.937391616620623,-43.022146384113576,21,2043.1200000000001
niteroi,RJ,-22.93685983573083,-43.014915229908226,10,2482.99
niteroi,RJ,-22.924664773806036,-43.09986986144608,4,2545.9
niteroi,RJ,-22.912243204052235,-43.08150933080395,3,386.6
niteroi,RJ,-22.9110328213164,-43.06742681237905,8,427.54
niteroi,RJ,-22.904219800443407,-43.09158065028214,21,2001.4699999999998
niteroi,RJ,-22.90324481661885,-43.107023598220486,115,17242.79
niteroi,RJ,-22.902823180776025,-43.05085812937721,21,3476.62
niteroi,RJ,-22.901684792085458,-43.06891496088816,22,2712.0
niteroi,RJ,-22.901199547746405,-42.991174595669065,9,775.0
niteroi,RJ,-22.9006237676799,-43.127072924198885,69,7669.09
niteroi,RJ,-22.897237232548903,-43.09915756428693,59,6874.15
niteroi,RJ,-22.89632305663318,-43.03845772727727,5,543.39
niteroi,RJ,-22.893701145563103,-43.12041784927668,34,10724.53
niteroi,RJ,-22.893486245089814,-43.11089097581806,1,56.1
niteroi,RJ,-22.889267493261833,-43.04860885808703,6,241.67000000000002
niteroi,RJ,-22.888697457782282,-43.11830702093674,33,4484.4
niteroi,RJ,-22.88593419631651,-43.1106543708203,9,1055.94
niteroi,RJ,-22.88327023685682,-43.09227400558896,36,4472.32
niteroi,RJ,-22.882735624308985,-43.12349628123474,4,439.41999999999996
niteroi,RJ,-22.879226893202652,-43.09157186572144,26,3916.8300000000004
niteroi,RJ,-22.878636914963273,-43.08609614601055,117,17100.69
niteroi,RJ,-22.87816915718994,-43.05564163085743,4,373.78999999999996
niteroi,RJ,-22.87517503985885,-43.109560284753925,2,242.9
niteroi,RJ,-22.867915276400392,-43.09960548772942,44,4099.18
niteroi,RJ,-22.86398451494475,-43.09252306679081,2,74.9
niteroi,RJ,-22.86343492846253,-43.09725737403164,1,38.9
niteroi,RJ,-22.830988719475524,-43.03086077591251,31,4068.82
niteroi,RJ,-22.830563953896416,-43.045196029261426,3,294.89
niteroi,RJ,-21.2189719026067,-41.87752350568823,1,27.9
nobres,MT,-14.712726951281516,-56.31519130999977,1,41.99
nonoai,RS,-27.368607339813273,-52.77330694615436,2,175.9
nortelandia,MT,-14.45246234638014,-56.80464529140043,1,174.9
nossa senhora da gloria,SE,-10.231930446072239,-37.41298592778491,2,221.45000000000002
nossa senhora das dores,SE,-10.464356642872392,-37.210806466356985,1,559.0
nossa senhora das gracas,PR,-22.914073517756407,-51.797181091346296,2,54.8
nossa senhora de caravaggio,SC,-25.779146417776126,-48.26006409087198,1,120.0
nossa senhora de lourdes,SE,-10.078082211566453,-37.05431618159144,1,79.99
nossa senhora do o,PE,-8.36072323908884,-34.98625112512223,1,37.0
nossa senhora do socorro,SE,-10.864589292249612,-37.09579239297197,14,2282.92
nova alvorada,RS,-28.67701523953113,-52.164869686533066,3,261.8
nova alvorada do sul,MS,-21.45877491165093,-54.365640213038574,3,380.85
nova america,GO,-15.02206686103527,-49.893398070713395,1,51.0
nova america da colina,PR,-23.33126668325342,-50.71854215134922,1,58.99
nova andradina,MS,-22.247795402944273,-53.34735455657627,11,2194.87
nova araca,RS,-28.659589690065662,-51.74863202315353,1,119.99
nova aurora,GO,-18.058583667460102,-48.255939560009146,1,490.0
nova aurora,PR,-24.527179594929716,-53.25915099741323,3,575.89
nova bandeirantes,MT,-9.850183497966546,-57.82294898680789,4,548.51
nova bassano,RS,-28.73275657187561,-51.704570818803276,4,387.24
nova boa vista,RS,-27.992458122241498,-52.980951758737106,1,52.9
nova brasilandia d'oeste,RO,-11.72587550968041,-62.31699294184998,2,402.79999999999995
nova campina,SP,-24.121789977420086,-48.904884830442995,2,156.5
nova canaa,BA,-14.669574171941456,-40.122280444625304,2,156.9
nova canaa do norte,MT,-10.616297326127215,-55.81061910383138,3,149.77999999999997
nova canaa paulista,SP,-20.38262457034294,-50.94343646027845,2,109.89000000000001
nova cantu,PR,-24.67235812364705,-52.57056261357077,2,199.9
nova crixas,GO,-14.094530496663717,-50.3435023323089,1,153.4
nova cruz,RN,-6.4801497212964305,-35.432799303715115,3,462.88
nova era,MG,-19.764914311361164,-43.02993999536734,15,2074.71
nova erechim,SC,-26.90380516299316,-52.90589294135718,3,254.79
nova esperanca,PR,-23.18538719138743,-52.20422371871447,8,1579.78
nova esperanca do piria,PA,-2.25722575385321,-46.95885788805854,1,2199.0
nova esperanca do sudoeste,PR,-25.899983729717466,-53.26151800839115,1,84.99
nova esperanca do sul,RS,-29.420808676228408,-54.90616870311035,2,259.4
nova europa,SP,-21.780472771981888,-48.56577873780284,8,634.44
nova fatima,BA,-11.608126706996915,-39.630423046437684,1,143.8
nova fatima,PR,-23.433905336392048,-50.56156092080512,4,254.89
nova floresta,PB,-6.455501841703926,-36.20590796891664,1,129.6
nova friburgo,RJ,-22.323794866229523,-42.51973077441476,5,861.78
nova friburgo,RJ,-22.32342916812479,-42.54761385688765,8,818.06
nova friburgo,RJ,-22.31576375825697,-42.421195084565035,4,319.78999999999996
nova friburgo,RJ,-22.308358842444736,-42.540742867479935,7,759.24
nova friburgo,RJ,-22.301981282979206,-42.53765402389688,10,1245.77
nova friburgo,RJ,-22.29292920770179,-42.521276631270716,4,792.9
nova friburgo,RJ,-22.28820720388089,-42.53124510791558,13,3155.07
nova friburgo,RJ,-22.285310885417903,-42.52415219219638,2,207.9
nova friburgo,RJ,-22.28479683466109,-42.531654096775355,10,3323.0
nova friburgo,RJ,-22.28303811019071,-42.53811896096648,33,5385.75
nova friburgo,RJ,-22.269903758517675,-42.51971931487772,10,1767.78
nova friburgo,RJ,-22.251294327685233,-42.540627381377185,9,4489.990000000001
nova friburgo,RJ,-22.238025218273112,-42.525863570577975,16,2589.08
nova friburgo,RJ,-22.237700639848438,-42.518754457064084,7,1422.3899999999999
nova friburgo,RJ,-22.21481460112106,-42.516952572022966,3,161.7
nova granada,SP,-20.536387134122258,-49.32085573063807,19,1790.33
nova guarita,MT,-10.310601820328687,-55.404855127740255,1,25.0
nova guataporanga,SP,-21.332455863200394,-51.64596990139046,1,75.0
nova hartz,RS,-29.588354352147714,-50.9006766106218,3,618.88
nova iguacu,RJ,-22.84103615023977,-43.61515804577371,1,148.9
nova iguacu,RJ,-22.821289601573383,-43.583917046351964,5,1986.8600000000001
nova iguacu,RJ,-22.81315246690653,-43.58884053145267,3,503.8
nova iguacu,RJ,-22.800125589753282,-43.59358340822262,3,1570.8899999999999
nova iguacu,RJ,-22.79249083598364,-43.57524682495404,1,265.0
nova iguacu,RJ,-22.775922205954583,-43.53552518598715,4,1112.41
nova iguacu,RJ,-22.771786935706576,-43.513737001536,2,153.65
nova iguacu,RJ,-22.7692389862532,-43.52530849381608,12,2442.91
nova iguacu,RJ,-22.76580597634655,-43.44413388623215,6,1438.98
nova iguacu,RJ,-22.765388055774636,-43.513740263369385,3,551.96
nova iguacu,RJ,-22.765111723156874,-43.559026201122336,6,1152.69
nova iguacu,RJ,-22.764974904450163,-43.43867207315254,6,918.48
nova iguacu,RJ,-22.76240169452735,-43.49189992116156,8,705.1800000000001
nova iguacu,RJ,-22.761895289271685,-43.44132518888005,6,612.4
nova iguacu,RJ,-22.76149082223366,-43.49983733727016,1,64.99
nova iguacu,RJ,-22.761268184110865,-43.504602353534416,2,508.9
nova iguacu,RJ,-22.760838936119498,-43.45665101381061,33,8364.01
nova iguacu,RJ,-22.75945387444939,-43.48287991446073,10,1303.87
nova iguacu,RJ,-22.758659494455966,-43.46865496838731,4,274.88
nova iguacu,RJ,-22.758522248481707,-43.5081270171475,3,84.89
nova iguacu,RJ,-22.758405694137398,-43.442957719272016,12,2165.8
nova iguacu,RJ,-22.757514514925703,-43.47418414534944,1,12.99
nova iguacu,RJ,-22.75641397681851,-43.468057858785166,1,141.4
nova iguacu,RJ,-22.75587652233678,-43.45011309119682,13,1269.0
nova iguacu,RJ,-22.7551063244127,-43.42858334530357,13,1374.93
nova iguacu,RJ,-22.754343447271268,-43.42874379900237,1,287.70000000000005
nova iguacu,RJ,-22.75365868027963,-43.50568209999401,7,574.58
nova iguacu,RJ,-22.751116321636196,-43.4803664070067,9,1057.78
nova iguacu,RJ,-22.751111606071024,-43.46011896476947,3,104.39
nova iguacu,RJ,-22.750950306589704,-43.5104936361956,3,103.89
nova iguacu,RJ,-22.749383783452853,-43.443731820645425,12,1237.46
nova iguacu,RJ,-22.749261034645645,-43.457434797409576,10,1061.39
nova iguacu,RJ,-22.749193696741642,-43.469546131254496,8,760.57
nova iguacu,RJ,-22.748785105742307,-43.43168107136049,9,1347.66
nova iguacu,RJ,-22.747655366540023,-43.50045199921573,8,564.72
nova iguacu,RJ,-22.746340793942444,-43.51599943467023,3,704.5
nova iguacu,RJ,-22.745675146224826,-43.44388802788447,13,1767.75
nova iguacu,RJ,-22.74498697417717,-43.43911485622618,7,453.85
nova iguacu,RJ,-22.743455469856766,-43.48205928698698,5,487.77000000000004
nova iguacu,RJ,-22.743267765418626,-43.47080427462203,2,174.9
nova iguacu,RJ,-22.73962521457062,-43.51130348349012,6,578.48
nova iguacu,RJ,-22.739120145317514,-43.438923776976765,9,836.7
nova iguacu,RJ,-22.739051517422563,-43.47469667232987,4,319.92
nova iguacu,RJ,-22.7378823853966,-43.540626520424674,2,176.86
nova iguacu,RJ,-22.733144913944965,-43.47564299726109,4,339.28999999999996
nova iguacu,RJ,-22.73307786504663,-43.4496138786291,14,1474.25
nova iguacu,RJ,-22.732232372714957,-43.460676715526674,10,1023.6800000000001
nova iguacu,RJ,-22.731168484612926,-43.4796971945155,5,382.69
nova iguacu,RJ,-22.730849923063516,-43.501629004388285,1,69.0
nova iguacu,RJ,-22.72927766291159,-43.46322545433846,9,1362.08
nova iguacu,RJ,-22.728830116665797,-43.516628593810466,3,174.99
nova iguacu,RJ,-22.727495091333505,-43.52334987524174,5,398.8
nova iguacu,RJ,-22.7265203412345,-43.43963538573774,5,570.89
nova iguacu,RJ,-22.72546659818089,-43.5110829974867,5,558.6800000000001
nova iguacu,RJ,-22.722956089481777,-43.4618987093067,1,29.0
nova iguacu,RJ,-22.72277955303024,-43.46645519648206,1,98.0
nova iguacu,RJ,-22.718698741050478,-43.47704074319361,1,20.89
nova iguacu,RJ,-22.718454478738636,-43.45333006616676,1,129.34
nova iguacu,RJ,-22.716288877191023,-43.51530571258531,14,2048.68
nova iguacu,RJ,-22.715476981048564,-43.45497446506072,5,659.4
nova iguacu,RJ,-22.712261582859313,-43.43397796646818,18,3306.44
nova iguacu,RJ,-22.709994584521123,-43.52081425760519,5,417.02
nova iguacu,RJ,-22.709788663568432,-43.465657949741065,9,478.73
nova iguacu,RJ,-22.708401272321506,-43.47914027612773,1,179.0
nova iguacu,RJ,-22.70596026208645,-43.44426093479684,6,722.87
nova iguacu,RJ,-22.693709309049854,-43.45569367309577,6,353.46
nova iguacu,RJ,-22.692333946397017,-43.4678329284204,4,370.59000000000003
nova iguacu,RJ,-22.682661738953115,-43.44763426447411,7,912.53
nova iguacu,RJ,-22.676424784708487,-43.46514837118791,2,271.99
nova iguacu,RJ,-22.663299180487797,-43.42190649887993,1,134.9
nova independencia,SP,-21.107561050741538,-51.49134299887708,1,23.9
nova ipixuna,PA,-4.9214714305945515,-49.07880708174833,1,328.0
nova itaberaba,SC,-26.94061305970668,-52.8151697400277,2,308.89
nova lacerda,MT,-14.474447766348016,-59.58685492554173,1,339.74
nova laranjeiras,PR,-25.305346043348553,-52.53942861117956,1,208.1
nova lima,MG,-20.111626607711685,-43.93436943089234,7,5131.78
nova lima,MG,-20.090295388611786,-43.95750538727779,2,186.78
nova lima,MG,-20.05734811835673,-43.9289531776618,1,79.99
nova lima,MG,-20.037114000084788,-43.9265421826455,1,274.99
nova lima,MG,-20.034335397356873,-43.96642982270806,9,1317.56
nova lima,MG,-20.00532479052168,-43.85098134058036,14,1851.07
nova lima,MG,-20.001542906194736,-43.888102883552385,9,1033.24
nova lima,MG,-20.00010104672836,-43.928368571462386,1,40.0
nova lima,MG,-19.99919317875783,-43.84782993620252,6,1040.1
nova lima,MG,-19.99409402882276,-43.887058022372244,8,1591.5
nova lima,MG,-19.993191026225645,-43.85183380951944,5,605.7
nova lima,MG,-19.986615844847748,-43.86167962070278,9,2180.5
nova lima,MG,-19.98048628881467,-43.93981496058217,24,5481.94
nova londrina,PR,-22.763496600457717,-52.98829848487106,9,743.53
nova luzitania,SP,-20.856451163027177,-50.26211321114505,1,22.9
nova mamore,RO,-10.401331772538782,-65.2672107239507,2,594.9
nova monte verde,MT,-9.979483347743496,-57.449932389721454,3,245.79
nova mutum,MT,-13.81190941318278,-56.08321769268831,5,571.38
nova odessa,SP,-22.803511012903027,-47.302615013490154,2,154.8
nova odessa,SP,-22.800422818214695,-47.30746366559665,2,144.5
nova odessa,SP,-22.79108894458042,-47.29384174508786,6,1427.9499999999998
nova odessa,SP,-22.785778889541046,-47.312537141740734,10,746.06
nova odessa,SP,-22.78503597435333,-47.295187414369096,10,1314.25
nova odessa,SP,-22.777256055092117,-47.28318210696585,6,460.35
nova odessa,SP,-22.76428975859273,-47.226612971490795,1,104.8
nova olimpia,MT,-14.779770956593296,-57.29385453891894,2,168.0
nova olinda,CE,-7.097252821632011,-39.67537189924241,3,1490.8
nova olinda,TO,-7.630078590577124,-48.42301010954237,1,29.9
nova olinda do maranhao,MA,-2.806361803992104,-45.70419740771682,4,1546.4
nova padua,RS,-29.027600933861294,-51.30913401762652,1,69.9
nova palma,RS,-29.46857622844848,-53.45869367289793,2,428.9
nova petropolis,RS,-29.375117732594422,-51.10823005629176,8,459.89
nova ponte,MG,-19.3364369651837,-47.113221804399366,9,1409.49
nova prata,RS,-28.78225459518229,-51.60921296756925,16,1230.94
nova prata do iguacu,PR,-25.635752110869912,-53.3472924775523,6,1049.78
nova redencao,BA,-12.8161305099824,-41.069748002827914,1,19.9
nova resende,MG,-21.11141078117889,-46.420562692445976,1,10.99
nova roma,GO,-13.741770516069945,-46.88151285654092,1,49.99
nova roma do sul,RS,-28.987234388238626,-51.40785295265843,1,1106.99
nova russas,CE,-4.7085259993750315,-40.5573026886814,7,1504.94
nova santa barbara,PR,-23.588055104023535,-50.76292673504195,1,113.0
nova santa rita,PI,-8.074450129153925,-42.04957577845157,1,13.98
nova santa rita,RS,-29.86087323102249,-51.27283476987696,5,954.78
nova santa rosa,PR,-24.462380148280616,-53.95650432324312,4,398.88
nova serrana,MG,-19.874060044307274,-44.98701334631972,49,7447.26
nova soure,BA,-11.24056027473802,-38.48111201874123,3,255.52
nova timboteua,PA,-1.1827933479544828,-47.38893559148273,1,99.9
nova trento,SC,-27.28299944363184,-48.93077294776362,6,870.6
nova ubirata,MT,-13.016623505122645,-55.17194331679937,1,99.9
nova venecia,ES,-18.70658082589379,-40.406383792282284,19,2439.9
nova veneza,GO,-16.3728020737293,-49.31666655626662,4,339.95
nova veneza,SC,-28.653457526883095,-49.49953380771339,3,422.89
nova vicosa,BA,-17.898358182362454,-39.37363049842613,1,205.99
nova xavantina,MT,-14.66646434914308,-52.353931091841375,10,3274.69
novais,SP,-20.99543528043601,-48.919331724846614,1,99.9
novo alegre,TO,-12.914308930078104,-46.57394544207846,1,279.99
novo barreiro,RS,-27.91177282672538,-53.114835359549815,2,197.59
novo brasil,ES,-19.249396534825074,-40.518293109768535,1,85.9
novo cabrais,RS,-29.73735462458039,-52.95390846390036,1,55.0
novo cruzeiro,MG,-17.460076462397126,-41.88544113747723,9,805.78
novo gama,GO,-16.091274999999968,-48.03174499999997,1,35.9
novo gama,GO,-16.069203519493158,-48.05054168496758,2,178.12
novo gama,GO,-16.056320706382433,-48.03491456060777,8,1443.23
novo hamburgo,RS,-29.753679550388416,-51.04851299894726,3,859.89
novo hamburgo,RS,-29.729169490973064,-51.13286145300927,3,277.95
novo hamburgo,RS,-29.72109743779502,-51.11451402023661,3,313.9
novo hamburgo,RS,-29.719448367638606,-51.140924732630694,3,873.8
novo hamburgo,RS,-29.712985969863347,-51.13718521097419,4,843.4499999999999
novo hamburgo,RS,-29.70659147497419,-51.12192430996145,4,460.12
novo hamburgo,RS,-29.706552545551585,-51.14139211369367,4,527.6
novo hamburgo,RS,-29.704812988905317,-51.13227331551383,3,407.9
novo hamburgo,RS,-29.699056348457525,-51.100592718032274,2,83.78999999999999
novo hamburgo,RS,-29.695645655808672,-51.08821853260563,3,327.89
novo hamburgo,RS,-29.694265352619368,-51.1267494891969,9,1407.88
novo hamburgo,RS,-29.694212981471743,-51.137740223385705,7,1228.28
novo hamburgo,RS,-29.691335597767342,-51.14899414367738,1,42.9
novo hamburgo,RS,-29.68888489152506,-51.11443622736192,7,462.67
novo hamburgo,RS,-29.684330843096387,-51.09298402937747,4,668.4
novo hamburgo,RS,-29.68373160083914,-51.15144933613463,3,539.8
novo hamburgo,RS,-29.682879324211484,-51.165420941482694,4,229.99
novo hamburgo,RS,-29.682712407822727,-51.137380013249334,6,1288.78
novo hamburgo,RS,-29.682440885033067,-51.12347134361094,19,2738.84
novo hamburgo,RS,-29.68092687407378,-51.103469137265506,6,801.68
novo hamburgo,RS,-29.676251737361145,-51.13422437220156,4,671.3
novo hamburgo,RS,-29.674727503663902,-51.14719299561719,1,40.0
novo hamburgo,RS,-29.674528376033695,-51.12607688127654,6,631.38
novo hamburgo,RS,-29.674367640950194,-51.15348451836329,3,618.6
novo hamburgo,RS,-29.668714635069033,-51.11787999977435,2,309.6
novo hamburgo,RS,-29.667806766827326,-51.10495877621398,1,129.95
novo hamburgo,RS,-29.653163130272215,-51.10769407511752,3,318.79
novo hamburgo,RS,-29.643953644135106,-51.138843677207454,2,63.0
novo horizonte,SC,-26.45080476069953,-52.82987613528218,1,74.9
novo horizonte,SP,-21.4696009553403,-49.222216847438304,16,2588.4
novo itacolomi,PR,-23.765090555947094,-51.50670423186026,1,90.0
novo jardim,TO,-11.819560788904193,-46.62521807090953,1,23.9
novo lino,AL,-8.941920209972302,-35.6635919416324,1,79.9
novo machado,RS,-27.561450348196107,-54.50039835905089,1,59.99
novo mundo,MT,-9.97568264413675,-55.17406986024913,1,59.15
novo oriente,CE,-5.536525052704697,-40.77414915894402,3,231.98000000000002
novo oriente do piaui,PI,-6.45634291116789,-41.93335362072891,2,152.01
novo planalto,GO,-13.240724859882576,-49.50851878407679,1,27.99
novo progresso,PA,-7.093480792948906,-55.40306116634601,5,2219.01
novo repartimento,PA,-4.258293108188548,-49.97543464497394,2,155.0
novo sao joaquim,MT,-14.912518702749331,-53.0196461246,3,292.6
nucleo residencial pilar,BA,-10.33361416984474,-40.15152490130054,8,2024.35
nuporanga,SP,-20.72929875103183,-47.752326415093854,3,821.8
ocara,CE,-4.487947696050415,-38.59237493596233,2,109.88999999999999
ocaucu,SP,-22.43978584339526,-49.920418157041055,5,241.6
oeiras,PI,-7.015859272902651,-42.1265255109234,6,553.44
oeiras do para,PA,-2.0050840872794637,-49.85879971902692,2,178.64999999999998
oiapoque,AP,3.842508276217248,-51.833958416345595,1,385.0
olaria,MG,-21.86084295267034,-43.93540762223418,1,79.9
oleo,SP,-22.940462126440508,-49.3404494057287,1,59.9
olho d'agua das cunhas,MA,-4.141830301699068,-45.11597018322988,2,312.99
olho d'agua das flores,AL,-9.533953252639773,-37.294750505356646,3,254.48
olhos d'agua,MG,-17.401603862301886,-43.571005447498884,1,99.9
olimpia,SP,-20.73752999199967,-48.9090364662508,36,5643.54
olinda,PE,-8.027703476975502,-34.87098929763982,4,346.52
olinda,PE,-8.021520855806024,-34.853740023522406,1,59.9
olinda,PE,-8.014229482791126,-34.85483288596921,3,427.89
olinda,PE,-8.012711647510768,-34.86432212619963,3,400.9
olinda,PE,-8.011018017034472,-34.876195278299896,4,416.88
olinda,PE,-8.007697077147153,-34.870234201873046,1,29.99
olinda,PE,-8.007673288188608,-34.88192810816669,3,469.7
olinda,PE,-8.007554280059292,-34.85263432892024,3,253.99
olinda,PE,-8.00509408044454,-34.87464952801602,1,679.0
olinda,PE,-8.002681528958316,-34.859883965473884,2,274.98
olinda,PE,-8.000503403653333,-34.852525305015675,1,98.4
olinda,PE,-8.000135492188553,-34.88802442227059,2,452.7
olinda,PE,-7.999297482644604,-34.84243280531435,3,126.89
olinda,PE,-7.997036690212409,-34.90095324038228,3,265.78000000000003
olinda,PE,-7.9957485284173515,-34.88956445139243,2,49.98
olinda,PE,-7.993719538599385,-34.85994604666572,8,1405.77
olinda,PE,-7.992113153308165,-34.89835512873548,2,269.8
olinda,PE,-7.988275170234823,-34.84064226447355,8,1394.81
olinda,PE,-7.987752492175717,-34.90686140154443,3,849.52
olinda,PE,-7.986800631250462,-34.8631012673603,2,176.89000000000001
olinda,PE,-7.98631472867118,-34.85240536092095,1,166.99
olinda,PE,-7.9790113093811215,-34.883360255374775,1,44.9
olinda,PE,-7.977473123792891,-34.842078875265294,5,1554.8
olinda,PE,-7.973234388493194,-34.84930541041316,2,218.83
olinda,PE,-7.9730849668768355,-34.83982271371051,1,69.99
olinda,PE,-7.971125601007125,-34.834333933307946,4,445.98
olinda,PE,-7.964744260762524,-34.83988108028696,8,990.17
olinda,PE,-7.964655550440267,-34.84517018955053,1,215.56
olinda,PE,-7.962007384553471,-34.85114362023706,5,362.78000000000003
olinda,PE,-7.96053554991577,-34.852961330111,2,169.79
olindina,BA,-11.36300217337656,-38.32943880702623,2,189.89000000000001
oliveira,MG,-20.698563939792177,-44.82676038665832,22,2579.0
oliveira dos brejinhos,BA,-12.315531502909078,-42.88346083742181,2,138.9
onda verde,SP,-20.608164456239606,-49.29805907727272,1,69.81
oriente,SP,-22.153846197462396,-50.093950330212785,3,1017.2700000000001
orindiuva,SP,-20.185267431091138,-49.35290379035787,5,541.78
orizania,MG,-20.506175664051682,-42.20584853608781,1,129.95
orizona,GO,-17.032172054328477,-48.30001770873917,6,546.8100000000001
orlandia,SP,-20.716823599737285,-47.87953500680893,28,4027.32
orleans,SC,-28.357506793762706,-49.288673597165094,8,1408.5900000000001
orobo,PE,-7.749149101441677,-35.60411555603403,1,99.9
oroco,PE,-8.617094295363048,-39.60183695539925,3,294.9
oros,CE,-6.244549790818907,-38.91497112899601,2,100.65
ortigueira,PR,-24.205572115297535,-50.933840621265624,8,993.29
osasco,SP,-23.581811122565803,-46.813416028593906,8,948.07
osasco,SP,-23.578696544453585,-46.807730260858335,3,113.89
osasco,SP,-23.576525641385473,-46.80087428761866,12,2085.57
osasco,SP,-23.572885906855078,-46.79287786501947,12,782.7
osasco,SP,-23.57025590139547,-46.811308031928874,18,2546.11
osasco,SP,-23.570069601776062,-46.80295938767627,5,429.91
osasco,SP,-23.569548092281053,-46.79786431233294,6,909.6
osasco,SP,-23.56929879236466,-46.78310812662827,7,669.16
osasco,SP,-23.566932612528717,-46.80093561012173,4,717.79
osasco,SP,-23.566292989796676,-46.78782137212703,11,978.37
osasco,SP,-23.56553029762195,-46.778367232669964,5,400.62
osasco,SP,-23.563613808908727,-46.80360899327983,5,401.78
osasco,SP,-23.560420707901525,-46.77789975633018,7,838.88
osasco,SP,-23.560171767981803,-46.787089953936395,9,599.5600000000001
osasco,SP,-23.560055882960995,-46.8044683595317,5,725.5
osasco,SP,-23.5591147795387,-46.78762555874676,9,1912.78
osasco,SP,-23.55807593943666,-46.776020963910796,16,1580.39
osasco,SP,-23.55755124440892,-46.796787215995884,4,249.42
osasco,SP,-23.557419361355258,-46.81212888634085,22,2919.4500000000003
osasco,SP,-23.557078636437588,-46.76757875189629,12,1565.65
osasco,SP,-23.556559690754995,-46.79838841332349,7,857.6700000000001
osasco,SP,-23.55500650824253,-46.7903447222238,8,1086.73
osasco,SP,-23.55355703888978,-46.80913962478848,14,1495.16
osasco,SP,-23.553054468928526,-46.78198098470049,4,421.88
osasco,SP,-23.551599742813256,-46.79452337779028,11,1080.82
osasco,SP,-23.551579822740532,-46.76387498562264,6,457.78
osasco,SP,-23.549490299085967,-46.78783091895185,5,1011.97
osasco,SP,-23.54814672435353,-46.780528828710864,10,886.52
osasco,SP,-23.546687632927863,-46.798109784495324,6,745.13
osasco,SP,-23.5461356426017,-46.767263769805204,8,866.2
osasco,SP,-23.545487374669083,-46.8048655124169,13,1251.6
osasco,SP,-23.54353287060003,-46.78492157358007,11,971.29
osasco,SP,-23.543439210064776,-46.77031626609237,5,533.3
osasco,SP,-23.542451430607542,-46.81284888182181,19,2287.56
osasco,SP,-23.54231356870517,-46.79881675488462,6,208.48
osasco,SP,-23.542105276100596,-46.778728427276576,14,1054.55
osasco,SP,-23.54189480860793,-46.79178865992953,3,262.79
osasco,SP,-23.540899991961364,-46.77611296981493,13,2299.2
osasco,SP,-23.53847816936169,-46.76162168584186,33,2909.61
osasco,SP,-23.538413803439994,-46.80799647915472,10,1518.3799999999999
osasco,SP,-23.536524750087455,-46.80341057457764,6,413.59000000000003
osasco,SP,-23.536401844867527,-46.79599574353978,9,1267.03
osasco,SP,-23.535463859649585,-46.768062570670615,7,901.78
osasco,SP,-23.534653020202683,-46.7850642027234,8,762.92
osasco,SP,-23.533560116307562,-46.79780463580426,7,1012.4000000000001
osasco,SP,-23.533321200262986,-46.782255416470186,2,96.2
osasco,SP,-23.53325761928266,-46.813092215922886,11,841.6700000000001
osasco,SP,-23.53246342609349,-46.77954307516129,4,262.0
osasco,SP,-23.531876148430193,-46.777163269736114,3,276.9
osasco,SP,-23.5315877754592,-46.79142511158972,5,487.2
osasco,SP,-23.530180175352864,-46.76822273554511,11,902.6999999999999
osasco,SP,-23.530037173754266,-46.79888215459073,10,1991.77
osasco,SP,-23.53002050935749,-46.78276805735585,4,467.8
osasco,SP,-23.529106968546415,-46.812418104383376,15,1141.93
